Title,Win,Oscar,Prod Budget,Gross Domestic,Release Date
Alvin and the Chipmunks,0,0,60000000,217326974,"December 14, 2007"
Mortdecai,0,0,60000000,7696134,"January 23, 2015"
Analyze That,0,0,60000000,32130627,"December 6, 2002"
Hanging Up,0,0,60000000,36050230,"February 18, 2000"
Contagion,0,0,60000000,75658097,"September 9, 2011"
15 Minutes,0,0,60000000,24403552,"March 9, 2001"
Paycheck,0,0,60000000,53790451,"December 25, 2003"
Dragonfly,0,0,60000000,30323400,"February 22, 2002"
Priest,0,0,60000000,29136626,"May 13, 2011"
Coraline,0,0,60000000,75286229,"February 6, 2009"
Alien Vs. Predator,0,0,60000000,80282231,"August 13, 2004"
Flyboys,0,0,60000000,13090630,"September 22, 2006"
The Terminal,0,0,60000000,77872883,"June 18, 2004"
Rules of Engagement,0,0,60000000,61335230,"April 7, 2000"
The Tale of Despereaux,0,0,60000000,50877145,"December 19, 2008"
The Art of War,0,0,60000000,30208599,"August 25, 2000"
Righteous Kill,0,0,60000000,40081410,"September 12, 2008"
Duplicity,0,0,60000000,40572825,"March 20, 2009"
Almost Famous,0,0,60000000,32534850,"September 15, 2000"
Doom,0,0,60000000,28212337,"October 21, 2005"
Two Weeks Notice,0,0,60000000,93354851,"December 20, 2002"
Meet Dave,0,0,60000000,11803254,"July 11, 2008"
After the Sunset,0,0,60000000,28331233,"November 12, 2004"
The Italian Job,0,0,60000000,106128601,"May 30, 2003"
The Core,0,0,60000000,31186896,"March 28, 2003"
Starsky and Hutch,0,0,60000000,88237754,"March 5, 2004"
Norbit,0,0,60000000,95673607,"February 9, 2007"
Daddy Day Care,0,0,60000000,104297061,"May 9, 2003"
2 Guns,0,0,61000000,75612460,"August 2, 2013"
Les Miserables (2012),0,0,61000000,148809770,"December 25, 2012"
Gone Girl,0,0,61000000,167767189,"October 3, 2014"
Blades of Glory,0,0,61000000,118594548,"March 30, 2007"
Shooter,0,0,61000000,47003582,"March 23, 2007"
U-571,0,0,62000000,77122415,"April 21, 2000"
The Love Guru,0,0,62000000,32235793,"June 20, 2008"
3000 Miles to Graceland,0,0,62000000,15749959,"February 23, 2001"
Aeon Flux,0,0,62000000,25874337,"December 2, 2005"
The Matrix,0,0,63000000,171479930,"March 31, 1999"
Hop,0,0,63000000,108085305,"April 1, 2011"
Fight Club,0,0,63000000,37030102,"October 15, 1999"
Lucky Numbers,0,0,63000000,10042516,"October 27, 2000"
Get Carter,0,0,63600000,14967182,"October 6, 2000"
Random Hearts,0,0,64000000,31502583,"October 8, 1999"
Little Man,0,0,64000000,58645052,"July 14, 2006"
My Favorite Martian,0,0,65000000,36850101,"February 12, 1999"
Mona Lisa Smile,0,0,65000000,63860942,"December 19, 2003"
Unbroken,0,0,65000000,115637895,"December 25, 2014"
The Santa Clause 2,0,0,65000000,139236327,"November 1, 2002"
Autumn in New York,0,0,65000000,37761915,"August 11, 2000"
Collateral,0,0,65000000,101005703,"August 6, 2004"
World Trade Center,0,0,65000000,70278893,"August 9, 2006"
Bless the Child,0,0,65000000,29381494,"August 11, 2000"
Red Dawn (2012),0,0,65000000,44806783,"November 21, 2012"
Zodiac,0,0,65000000,33080084,"March 2, 2007"
This Means War,0,0,65000000,54760791,"February 17, 2012"
Blue Streak,0,0,65000000,68518533,"September 17, 1999"
The Dictator,0,0,65000000,59650222,"May 16, 2012"
Astro Boy,0,0,65000000,19551067,"October 23, 2009"
Spy,0,0,65000000,110825712,"June 5, 2015"
Proof of Life,0,0,65000000,32598931,"December 8, 2000"
Zathura,0,0,65000000,29258869,"November 11, 2005"
Disney's The Kid,0,0,65000000,69691949,"July 7, 2000"
Sex and the City,0,0,65000000,152647258,"May 30, 2008"
The Lovely Bones,0,0,65000000,44114232,"December 11, 2009"
300,0,0,65000000,210614939,"March 9, 2007"
Lincoln,0,1,65000000,182207973,"November 9, 2012"
Annie (2014),0,0,65000000,85911262,"December 19, 2014"
Eyes Wide Shut,0,0,65000000,55691208,"July 16, 1999"
"I, Frankenstein",0,0,65000000,19075290,"January 24, 2014"
Space Cowboys,0,0,65000000,90464773,"August 4, 2000"
Step Brothers,0,0,65000000,100468793,"July 25, 2008"
Due Date,0,0,65000000,100539043,"November 5, 2010"
A Knight's Tale,0,0,65000000,56569702,"May 11, 2001"
War Horse,0,1,66000000,79884879,"December 25, 2011"
Need for Speed,0,0,66000000,43577636,"March 14, 2014"
Hellboy,0,0,66000000,59623958,"April 2, 2004"
Entrapment,0,0,66000000,87704396,"April 30, 1999"
Grindhouse,0,0,67000000,25037897,"April 6, 2007"
Mystery Men,0,0,68000000,29762011,"August 6, 1999"
Ted 2,0,0,68000000,81284830,"June 26, 2015"
Enemy at the Gates,0,0,68000000,51401758,"March 16, 2001"
The Watch,0,0,68000000,35353000,"July 27, 2012"
The Score,0,0,68000000,71107711,"July 13, 2001"
The Sum of All Fears,0,0,68000000,118907036,"May 31, 2002"
K-PAX,0,0,68000000,50338485,"October 26, 2001"
Dreamcatcher,0,0,68000000,33715436,"March 21, 2003"
Fury (2014),0,0,68000000,85817906,"October 17, 2014"
Vanilla Sky,0,0,68000000,100618344,"December 14, 2001"
Dinner for Schmucks,0,0,69000000,73026337,"July 30, 2010"
Despicable Me,0,0,69000000,251513985,"July 9, 2010"
Fool's Gold,0,0,70000000,70231041,"February 8, 2008"
The Dilemma,0,0,70000000,48475290,"January 14, 2011"
XXX,0,0,70000000,142109382,"August 9, 2002"
Underworld Awakening,0,0,70000000,62321039,"January 20, 2012"
Hart's War,0,0,70000000,19077641,"February 15, 2002"
The Monuments Men,0,0,70000000,78031620,"February 7, 2014"
Hitch,0,0,70000000,179495555,"February 11, 2005"
The Phantom of the Opera,0,0,70000000,51268815,"December 22, 2004"
Dr. Dolittle 2,0,0,70000000,112952899,"June 22, 2001"
Agora,0,0,70000000,619423,"May 28, 2010"
Munich,0,1,70000000,47403685,"December 23, 2005"
That's My Boy,0,0,70000000,36931089,"June 15, 2012"
Killer Elite,0,0,70000000,25124966,"September 23, 2011"
Dr. Seuss' The Lorax,0,0,70000000,214030500,"March 2, 2012"
The Kingdom,0,0,70000000,47536778,"September 28, 2007"
Lady in the Water,0,0,70000000,42285169,"July 21, 2006"
Big Fish,0,0,70000000,66809693,"December 10, 2003"
The Pink Panther 2,0,0,70000000,35922978,"February 6, 2009"
Babylon A.D.,0,0,70000000,22532572,"August 29, 2008"
Couples Retreat,0,0,70000000,109204945,"October 9, 2009"
Dracula Untold,0,0,70000000,56280355,"October 10, 2014"
I Spy,0,0,70000000,33561137,"November 1, 2002"
Bad Company,0,0,70000000,30160161,"June 7, 2002"
Chill Factor,0,0,70000000,11263966,"September 3, 1999"
Rollerball,0,0,70000000,18990798,"February 8, 2002"
The Legend of Hercules,0,0,70000000,18848538,"January 10, 2014"
Double Jeopardy,0,0,70000000,116741558,"September 24, 1999"
The Iron Giant,0,0,70000000,23159305,"August 3, 1999"
Inglourious Basterds,0,0,70000000,120540719,"August 21, 2009"
What Women Want,0,0,70000000,182811707,"December 15, 2000"
Body of Lies,0,0,70000000,39394666,"October 10, 2008"
Man on Fire,0,0,70000000,77911774,"April 21, 2004"
Runaway Bride,0,0,70000000,152257509,"July 30, 1999"
Blackhat,0,0,70000000,7889395,"January 16, 2015"
Yes Man,0,0,70000000,97690976,"December 19, 2008"
Stardust,0,0,70000000,38634938,"August 10, 2007"
Olympus Has Fallen,0,0,70000000,98925640,"March 22, 2013"
Dudley Do-Right,0,0,70000000,9974410,"August 27, 1999"
Planet 51,0,0,70000000,42194060,"November 20, 2009"
Jarhead,0,0,72000000,62658220,"November 4, 2005"
Signs,0,0,72000000,227966634,"August 2, 2002"
The Majestic,0,0,72000000,27807266,"December 21, 2001"
The Last Castle,0,0,72000000,18244060,"October 19, 2001"
Battlefield Earth,0,0,73000000,21471685,"May 12, 2000"
The Bone Collector,0,0,73000000,66518655,"November 5, 1999"
Domestic Disturbance,0,0,75000000,45246095,"November 2, 2001"
Killers,0,0,75000000,47059963,"June 4, 2010"
Unbreakable,0,0,75000000,95011339,"November 22, 2000"
The Bourne Supremacy,0,0,75000000,176241941,"July 23, 2004"
Monster House,0,0,75000000,73661010,"July 21, 2006"
Wanted,0,0,75000000,134508551,"June 27, 2008"
Deja Vu,0,0,75000000,64038616,"November 22, 2006"
The Simpsons Movie,0,0,75000000,183135014,"July 27, 2007"
Immortals,0,0,75000000,83504017,"November 11, 2011"
Monkeybone,0,0,75000000,5411999,"February 23, 2001"
50 First Dates,0,0,75000000,120908074,"February 13, 2004"
Three Kings,0,0,75000000,60652036,"October 1, 1999"
Charlie Wilson's War,0,0,75000000,66661095,"December 21, 2007"
Tears of the Sun,0,0,75000000,43734876,"March 7, 2003"
Tower Heist,0,0,75000000,78046570,"November 4, 2011"
Forces of Nature,0,0,75000000,52888180,"March 19, 1999"
X-Men,0,0,75000000,157299717,"July 14, 2000"
Rock of Ages,0,0,75000000,38518613,"June 15, 2012"
Vertical Limit,0,0,75000000,69243859,"December 8, 2000"
Funny People,0,0,75000000,51855045,"July 31, 2009"
Shark Tale,0,0,75000000,160861908,"October 1, 2004"
Valkyrie,0,0,75000000,83077833,"December 25, 2008"
The Legend of Zorro,0,0,75000000,46464023,"October 28, 2005"
Hollywood Homicide,0,0,75000000,30940691,"June 13, 2003"
Robots,0,0,75000000,128200012,"March 11, 2005"
Bandits,0,0,75000000,41575141,"October 12, 2001"
Anger Management,0,0,75000000,135645823,"April 11, 2003"
Mickey Blue Eyes,0,0,75000000,33864342,"August 20, 1999"
Now You See Me,0,0,75000000,117723989,"May 31, 2013"
Titan A.E.,0,0,75000000,22753426,"June 16, 2000"
Virus,0,0,75000000,14036005,"January 15, 1999"
The Out-of-Towners,0,0,75000000,28544120,"April 2, 1999"
We Were Soldiers,0,0,75000000,78122718,"March 1, 2002"
The Astronaut's Wife,0,0,75000000,10672566,"August 27, 1999"
2 Fast 2 Furious,0,0,76000000,127154901,"June 6, 2003"
Children of Men,0,0,76000000,35552383,"December 25, 2006"
Despicable Me 2,0,0,76000000,368061265,"July 3, 2013"
Red Dragon,0,0,78000000,93149898,"October 4, 2002"
The Hunger Games,0,0,78000000,408010692,"March 23, 2012"
Daredevil,0,0,78000000,102543518,"February 14, 2003"
Cold Mountain,0,0,79000000,95636509,"December 25, 2003"
Jack and Jill,0,0,79000000,74158157,"November 11, 2011"
Thirteen Days,0,0,80000000,34592089,"December 22, 2000"
The Manchurian Candidate,0,0,80000000,65955630,"July 30, 2004"
Oceans,0,0,80000000,19422319,"April 22, 2010"
Lilo & Stitch,0,0,80000000,145794338,"June 21, 2002"
Meet the Fockers,0,0,80000000,279261160,"December 22, 2004"
Yogi Bear,0,0,80000000,100246011,"December 17, 2010"
Walking with Dinosaurs,0,0,80000000,36076121,"December 20, 2013"
Zookeeper,0,0,80000000,80360843,"July 8, 2011"
The Invasion,0,0,80000000,15074191,"August 17, 2007"
Nine,0,0,80000000,19676965,"December 18, 2009"
The Great Raid,0,0,80000000,10167373,"August 12, 2005"
Eagle Eye,0,0,80000000,101440743,"September 26, 2008"
The Haunting,0,0,80000000,91411151,"July 23, 1999"
Surrogates,0,0,80000000,38577772,"September 25, 2009"
Grown Ups,0,0,80000000,162001186,"June 25, 2010"
Four Christmases,0,0,80000000,120146040,"November 26, 2008"
Instinct,0,0,80000000,34105207,"June 4, 1999"
Evolution,0,0,80000000,38345494,"June 8, 2001"
The Mummy,0,0,80000000,155385488,"May 7, 1999"
Timeline,0,0,80000000,19481943,"November 26, 2003"
Bedtime Stories,0,0,80000000,110101975,"December 25, 2008"
EDtv,0,0,80000000,22431897,"March 26, 1999"
The Interpreter,0,0,80000000,72708161,"April 22, 2005"
The Wild,0,0,80000000,37384046,"April 14, 2006"
Edge of Darkness,0,0,80000000,43313890,"January 29, 2010"
Message in a Bottle,0,0,80000000,52880016,"February 12, 1999"
Shutter Island,0,0,80000000,128012934,"February 19, 2010"
Get Smart,0,0,80000000,130319208,"June 20, 2008"
Something's Gotta Give,0,0,80000000,124728738,"December 12, 2003"
The Pink Panther (2006),0,0,80000000,82226474,"February 10, 2006"
Just Go With It,0,0,80000000,103028109,"February 11, 2011"
S.W.A.T.,0,0,80000000,116934650,"August 8, 2003"
The Time Machine,0,0,80000000,56832494,"March 8, 2002"
Red Planet,0,0,80000000,17480890,"November 10, 2000"
The Hangover Part II,0,0,80000000,254464305,"May 26, 2011"
Analyze This,0,0,80000000,106885658,"March 5, 1999"
A Sound of Thunder,0,0,80000000,1900451,"September 2, 2005"
Life,0,0,80000000,63886029,"April 16, 1999"
Grown Ups 2,0,0,80000000,133668525,"July 12, 2013"
The Expendables,0,0,80000000,103068524,"August 13, 2010"
Road to Perdition,0,0,80000000,104454762,"July 12, 2002"
For Love of the Game,0,0,80000000,35188640,"September 17, 1999"
Spanglish,0,0,80000000,42726869,"December 17, 2004"
The Book of Eli,0,0,80000000,94835059,"January 15, 2010"
Bruce Almighty,0,0,81000000,242829261,"May 23, 2003"
Sucker Punch,0,0,82000000,36392502,"March 25, 2011"
Man on the Moon,0,0,82000000,34607430,"December 22, 1999"
The 6th Day,0,0,82000000,34604280,"November 17, 2000"
The Longest Yard,0,0,82000000,158119460,"May 27, 2005"
Click,0,0,82500000,137355633,"June 23, 2006"
Red 2,0,0,84000000,53262560,"July 19, 2013"
Son of the Mask,0,0,84000000,17018422,"February 18, 2005"
Scooby-Doo,0,0,84000000,153294164,"June 14, 2002"
Jumper,0,0,85000000,80172128,"February 14, 2008"
Safe House,0,0,85000000,126373434,"February 10, 2012"
Mirror Mirror,0,0,85000000,64935167,"March 30, 2012"
Hotel Transylvania,0,0,85000000,148313048,"September 28, 2012"
Little Nicky,0,0,85000000,39464775,"November 10, 2000"
Memoirs of a Geisha,0,0,85000000,57490508,"December 9, 2005"
Bewitched,0,0,85000000,63313159,"June 24, 2005"
102 Dalmatians,0,0,85000000,66957026,"November 22, 2000"
Open Season,0,0,85000000,85105259,"September 29, 2006"
Charlotte's Web (2006),0,0,85000000,82985708,"December 15, 2006"
The Rundown,0,0,85000000,47726342,"September 26, 2003"
Showtime,0,0,85000000,38082712,"March 15, 2002"
Ocean's Eleven,0,0,85000000,183417150,"December 7, 2001"
Enchanted,0,0,85000000,127807262,"November 21, 2007"
Fast and Furious,0,0,85000000,155064265,"April 3, 2009"
It's Complicated,0,0,85000000,112735375,"December 25, 2009"
Divergent,0,0,85000000,150947895,"March 21, 2014"
Collateral Damage,0,0,85000000,40077257,"February 8, 2002"
The Holiday,0,0,85000000,63224849,"December 8, 2006"
Hannibal,0,0,87000000,165092268,"February 9, 2001"
Seabiscuit,0,1,87000000,120277854,"July 25, 2003"
Cinderella Man,0,0,88000000,61649911,"June 3, 2005"
The Brothers Grimm,0,0,88000000,37916267,"August 26, 2005"
Rio,0,0,90000000,143619809,"April 15, 2011"
The Nutcracker in 3D,0,0,90000000,195459,"November 24, 2010"
Cast Away,0,0,90000000,233632142,"December 22, 2000"
Rush Hour 2,0,0,90000000,226164286,"August 3, 2001"
The Haunted Mansion,0,0,90000000,75847266,"November 26, 2003"
Town & Country,0,0,90000000,6719973,"April 27, 2001"
Gone in 60 Seconds,0,0,90000000,101648571,"June 9, 2000"
Toy Story 2,0,0,90000000,245852179,"November 19, 1999"
Inspector Gadget,0,0,90000000,97403112,"July 23, 1999"
The Departed,1,1,90000000,132384315,"October 6, 2006"
Sherlock Holmes,0,0,90000000,209028679,"December 25, 2009"
The Insider,0,1,90000000,29089912,"November 5, 1999"
Flags of Our Fathers,0,0,90000000,33602376,"October 20, 2006"
Payback,0,0,90000000,81526121,"February 5, 1999"
Supernova,0,0,90000000,14230455,"January 14, 2000"
The Stepford Wives,0,0,90000000,59484742,"June 11, 2004"
Tropic Thunder,0,0,92000000,110515313,"August 13, 2008"
A Good Day to Die Hard,0,0,92000000,67349198,"February 14, 2013"
The Incredibles,0,0,92000000,261441092,"November 5, 2004"
Anna and the King,0,0,92000000,39263420,"December 17, 1999"
Black Hawk Down,0,0,92000000,108638745,"December 28, 2001"
Charlie's Angels,0,0,93000000,125305545,"November 3, 2000"
Jurassic Park III,0,0,93000000,181171875,"July 18, 2001"
Driven,0,0,94000000,32720065,"April 27, 2001"
Finding Nemo,0,0,94000000,339714978,"May 30, 2003"
Cinderella (2015),0,0,95000000,201151353,"March 13, 2015"
The General's Daughter,0,0,95000000,102705852,"June 18, 1999"
Seventh Son,0,0,95000000,17223265,"February 6, 2015"
Hollow Man,0,0,95000000,73209340,"August 4, 2000"
The Road to El Dorado,0,0,95000000,50863742,"March 31, 2000"
The Mummy Returns,0,0,98000000,202019785,"May 4, 2001"
Pompeii,0,0,100000000,23219748,"February 21, 2014"
RoboCop (2014),0,0,100000000,58607007,"February 12, 2014"
Eragon,0,0,100000000,75030163,"December 15, 2006"
Catwoman,0,0,100000000,40202379,"July 23, 2004"
Django Unchained,0,1,100000000,162805434,"December 25, 2012"
National Treasure,0,0,100000000,173008894,"November 19, 2004"
Blood Diamond,0,0,100000000,57377916,"December 8, 2006"
Little Fockers,0,0,100000000,148438600,"December 22, 2010"
Gangs of New York,0,1,100000000,77812000,"December 20, 2002"
Mission to Mars,0,0,100000000,60883407,"March 10, 2000"
Transcendence,0,0,100000000,23022309,"April 18, 2014"
Fun with Dick and Jane,0,0,100000000,110332737,"December 21, 2005"
Peter Pan,0,0,100000000,48462608,"December 25, 2003"
The Emperor's New Groove,0,0,100000000,89302687,"December 15, 2000"
The Expendables 2,0,0,100000000,85028192,"August 17, 2012"
Constantine,0,0,100000000,75976178,"February 18, 2005"
Public Enemies,0,0,100000000,97104620,"July 1, 2009"
What Lies Beneath,0,0,100000000,155464351,"July 21, 2000"
Unstoppable,0,0,100000000,81562942,"November 12, 2010"
The Other Guys,0,0,100000000,119219978,"August 6, 2010"
Epic,0,0,100000000,107518682,"May 24, 2013"
The Tourist,0,0,100000000,67631157,"December 10, 2010"
Sex and the City 2,0,0,100000000,95347692,"May 27, 2010"
End of Days,0,0,100000000,66889043,"November 24, 1999"
Land of the Lost,0,0,100000000,49438370,"June 5, 2009"
Fantastic Four (2005),0,0,100000000,154696080,"July 8, 2005"
American Gangster,0,0,100000000,130164645,"November 2, 2007"
Happy Feet,0,0,100000000,198000317,"November 17, 2006"
Hercules (2014),0,0,100000000,72688614,"July 25, 2014"
Sleepy Hollow,0,0,100000000,101071502,"November 19, 1999"
Gravity,0,1,100000000,274092705,"October 4, 2013"
Green Zone,0,0,100000000,35053660,"March 12, 2010"
Bicentennial Man,0,0,100000000,58223861,"December 17, 1999"
The Wolf of Wall Street,0,1,100000000,116900694,"December 25, 2013"
Hidalgo,0,0,100000000,67303450,"March 5, 2004"
Swordfish,0,0,102000000,69772969,"June 8, 2001"
Minority Report,0,0,102000000,132072926,"June 21, 2002"
Rio 2,0,0,103000000,131538435,"April 11, 2014"
The Hangover Part III,0,0,103000000,112200072,"May 23, 2013"
Gladiator,1,1,103000000,187705427,"May 5, 2000"
"10,000 B.C.",0,0,105000000,94784201,"March 7, 2008"
The Smurfs 2,0,0,105000000,71017784,"July 31, 2013"
The Great Gatsby (2013),0,0,105000000,144840419,"May 10, 2013"
The Alamo (2004),0,0,107000000,22414961,"April 9, 2004"
Ali,0,0,107000000,58203105,"December 25, 2001"
The Cat in the Hat,0,0,109000000,101149285,"November 21, 2003"
The Bourne Ultimatum,0,0,110000000,227471070,"August 3, 2007"
Home on the Range,0,0,110000000,50030461,"April 2, 2004"
Salt,0,0,110000000,118311368,"July 23, 2010"
San Andreas,0,0,110000000,155190832,"May 29, 2015"
Mr. & Mrs. Smith,0,0,110000000,186336279,"June 10, 2005"
Ghost Rider,0,0,110000000,115802596,"February 16, 2007"
Ocean's Twelve,0,0,110000000,125544280,"December 10, 2004"
The Smurfs,0,0,110000000,142614158,"July 29, 2011"
The A-Team,0,0,110000000,77222099,"June 11, 2010"
Ender's Game,0,0,110000000,61737191,"November 1, 2013"
Live Free or Die Hard,0,0,110000000,134529403,"June 27, 2007"
The Aviator,0,1,110000000,102610330,"December 17, 2004"
The Patriot,0,0,110000000,113330342,"June 28, 2000"
Gulliver's Travels,0,0,112000000,42779261,"December 25, 2010"
Spy Game,0,0,115000000,62362560,"November 21, 2001"
Windtalkers,0,0,115000000,40914068,"June 14, 2002"
Elysium,0,0,115000000,93050117,"August 9, 2013"
"Monsters, Inc.",0,0,115000000,255873250,"November 2, 2001"
Knight & Day,0,0,117000000,76423035,"June 23, 2010"
How Do You Know,0,0,120000000,30212620,"December 17, 2010"
Cars,0,0,120000000,244082982,"June 9, 2006"
The Green Hornet,0,0,120000000,98780042,"January 14, 2011"
The Wolverine,0,0,120000000,132556852,"July 26, 2013"
"I, Robot",0,0,120000000,144801023,"July 16, 2004"
King Arthur,0,0,120000000,51882244,"July 7, 2004"
Oblivion,0,0,120000000,89107235,"April 19, 2013"
Stuart Little 2,0,0,120000000,64956806,"July 19, 2002"
Life of Pi,0,1,120000000,124987023,"November 21, 2012"
Speed Racer,0,0,120000000,43945766,"May 9, 2008"
Fantastic Four,0,0,120000000,56117548,"August 7, 2015"
The Day After Tomorrow,0,0,125000000,186740799,"May 28, 2004"
The Da Vinci Code,0,0,125000000,217536138,"May 19, 2006"
Noah,0,0,125000000,101200044,"March 28, 2014"
The Bourne Legacy,0,0,125000000,113203870,"August 10, 2012"
Total Recall (2012),0,0,125000000,58877969,"August 3, 2012"
Fast Five,0,0,125000000,209837675,"April 29, 2011"
The Island,0,0,126000000,35818913,"July 22, 2005"
Dinosaur,0,0,127500000,137748063,"May 19, 2000"
Kung Fu Panda,0,0,130000000,215434591,"June 6, 2008"
R.I.P.D.,0,0,130000000,33618855,"July 19, 2013"
Puss in Boots,0,0,130000000,149260504,"October 28, 2011"
Watchmen,0,0,130000000,107509799,"March 6, 2009"
Australia,0,0,130000000,49554002,"November 26, 2008"
After Earth,0,0,130000000,60522097,"May 31, 2013"
Prometheus,0,0,130000000,126477084,"June 8, 2012"
Megamind,0,0,130000000,148415853,"November 5, 2010"
Sahara,0,0,130000000,68671925,"April 8, 2005"
Bad Boys II,0,0,130000000,138608444,"July 18, 2003"
Tarzan,0,0,130000000,171091819,"June 16, 1999"
Kingdom of Heaven,0,0,130000000,47398413,"May 6, 2005"
War of the Worlds,0,0,132000000,234280354,"June 29, 2005"
Penguins of Madagascar,0,0,132000000,83350911,"November 26, 2014"
Stuart Little,0,0,133000000,140035367,"December 17, 1999"
The Croods,0,0,135000000,187168425,"March 22, 2013"
Home (2015),0,0,135000000,177397510,"March 27, 2015"
Stealth,0,0,135000000,32116746,"July 29, 2005"
Miami Vice,0,0,135000000,63450470,"July 28, 2006"
The World Is Not Enough,0,0,135000000,126943684,"November 19, 1999"
Turbo,0,0,135000000,83028128,"July 17, 2013"
Rango,0,0,135000000,123477607,"March 4, 2011"
Hulk,0,0,137000000,132177234,"June 20, 2003"
Spider-Man,0,0,139000000,403706375,"May 3, 2002"
Men in Black II,0,0,140000000,190418803,"July 3, 2002"
The Last Samurai,0,0,140000000,111127263,"December 5, 2003"
Treasure Planet,0,0,140000000,38176783,"November 27, 2002"
Rush Hour 3,0,0,140000000,140125968,"August 10, 2007"
Iron Man,0,0,140000000,318412101,"May 2, 2008"
The Perfect Storm,0,0,140000000,182618434,"June 30, 2000"
Pearl Harbor,0,0,140000000,198542554,"May 25, 2001"
Die Another Day,0,0,142000000,160942139,"November 22, 2002"
Rise of the Guardians,0,0,145000000,103412758,"November 21, 2012"
Flushed Away,0,0,149000000,64665672,"November 3, 2006"
Bee Movie,0,0,150000000,126631277,"November 2, 2007"
G-Force,0,0,150000000,119436770,"July 24, 2009"
Kung Fu Panda 2,0,0,150000000,165249063,"May 26, 2011"
Star Trek,0,0,150000000,257730019,"May 8, 2009"
Wrath of the Titans,0,0,150000000,83670083,"March 30, 2012"
Frozen,0,0,150000000,400738009,"November 22, 2013"
The Incredible Hulk,0,0,150000000,134806913,"June 13, 2008"
Ratatouille,0,0,150000000,206445654,"June 29, 2007"
Dark Shadows,0,0,150000000,79727149,"May 11, 2012"
Bolt,0,0,150000000,114053579,"November 21, 2008"
Hancock,0,0,150000000,227946274,"July 2, 2008"
Transformers,0,0,150000000,319246193,"July 3, 2007"
Chicken Little,0,0,150000000,135386665,"November 4, 2005"
Angels & Demons,0,0,150000000,133375846,"May 15, 2009"
I Am Legend,0,0,150000000,256393010,"December 14, 2007"
The Wolfman,0,0,150000000,61979680,"February 12, 2010"
Thor,0,0,150000000,181030624,"May 6, 2011"
Batman Begins,0,0,150000000,205343774,"June 15, 2005"
Casino Royale,0,0,150000000,167445960,"November 17, 2006"
Shrek 2,0,0,150000000,441226247,"May 19, 2004"
The Matrix Revolutions,0,0,150000000,139313948,"November 5, 2003"
White House Down,0,0,150000000,73103784,"June 28, 2013"
The Last Airbender,0,0,150000000,131772187,"July 1, 2010"
Beowulf,0,0,150000000,82280579,"November 16, 2007"
The Matrix Reloaded,0,0,150000000,281576461,"May 15, 2003"
Mars Needs Moms,0,0,150000000,21392758,"March 11, 2011"
Alexander,0,0,155000000,34297191,"November 24, 2004"
Poseidon,0,0,160000000,60674817,"May 12, 2006"
Shrek the Third,0,0,160000000,322719944,"May 18, 2007"
Godzilla (2014),0,0,160000000,200676069,"May 16, 2014"
Fast & Furious 6,0,0,160000000,238679850,"May 24, 2013"
Inception,0,0,160000000,292576195,"July 16, 2010"
The 13th Warrior,0,0,160000000,32698899,"August 27, 1999"
Van Helsing,0,0,160000000,120177084,"May 7, 2004"
Cowboys & Aliens,0,0,163000000,100240551,"July 29, 2011"
Shrek Forever After,0,0,165000000,238736787,"May 21, 2010"
The Polar Express,0,0,165000000,162775358,"November 10, 2004"
Interstellar,0,0,165000000,188020017,"November 5, 2014"
Big Hero 6,0,0,165000000,222527828,"November 7, 2014"
Wreck-It Ralph,0,0,165000000,189422889,"November 2, 2012"
How to Train Your Dragon,0,0,165000000,217581231,"March 26, 2010"
Wild Wild West,0,0,170000000,113804681,"June 30, 1999"
Tron Legacy,0,0,170000000,172062763,"December 17, 2010"
Guardians of the Galaxy,0,0,170000000,333176600,"August 1, 2014"
47 Ronin,0,0,175000000,38362475,"December 25, 2013"
Evan Almighty,0,0,175000000,100462298,"June 22, 2007"
Monsters Vs. Aliens,0,0,175000000,198351526,"March 27, 2009"
Up,0,0,175000000,293004164,"May 29, 2009"
Troy,0,0,175000000,133378256,"May 14, 2004"
Jupiter Ascending,0,0,176000000,47387723,"February 6, 2015"
Edge of Tomorrow,0,0,178000000,100206256,"June 6, 2014"
Maleficent,0,0,180000000,241410378,"May 30, 2014"
The Golden Compass,0,0,180000000,70107728,"December 7, 2007"
WALL-E,0,0,180000000,223808164,"June 27, 2008"
The Dark Knight,0,0,185000000,533345358,"July 18, 2008"
Brave,0,0,185000000,237283207,"June 22, 2012"
World War Z,0,0,190000000,202359711,"June 21, 2013"
Pacific Rim,0,0,190000000,101802906,"July 12, 2013"
Tomorrowland,0,0,190000000,93436322,"May 22, 2015"
Star Trek Into Darkness,0,0,190000000,228778661,"May 16, 2013"
Furious 7,0,0,190000000,352786830,"April 3, 2015"
Jack the Giant Slayer,0,0,195000000,65187603,"March 1, 2013"
Skyfall,0,0,200000000,304360277,"November 9, 2012"
Robin Hood,0,0,200000000,105269730,"May 14, 2010"
Green Lantern,0,0,200000000,116601172,"June 17, 2011"
2012,0,0,200000000,166112167,"November 13, 2009"
Terminator Salvation,0,0,200000000,125322469,"May 21, 2009"
Cars 2,0,0,200000000,191452396,"June 24, 2011"
A Christmas Carol (2009),0,0,200000000,137855863,"November 6, 2009"
Iron Man 2,0,0,200000000,312433331,"May 7, 2010"
Iron Man 3,0,0,200000000,409013994,"May 3, 2013"
Toy Story 3,0,0,200000000,415004880,"June 18, 2010"
