Q1,NumTheaters,ProductionBudget,Q2,Nom,G,Title,Oscar,PG13,NC17,ReleaseDate,ReleaseLength,R,PG,Q4,Win,Rating,Unrated,Runtime,Q3,TotalBoxOffice
0,226,15000000,0,0,0,"Kiss Kiss, Bang Bang",0,0,0,"October 21, 2005",84,1,0,1,0,R,0,102,0,4243756
1,3665,52000000,0,0,0,Valentine's Day,0,1,0,"February 12, 2010",84,0,0,0,0,PG-13,0,117,0,110485654
1,1959,17000000,0,0,0,Beastly,0,1,0,"March 4, 2011",77,0,0,0,0,PG-13,0,95,0,27865571
0,2925,100000000,0,0,0,What Lies Beneath,0,1,0,"July 21, 2000",196,0,0,0,0,PG-13,0,130,1,155464351
1,3111,80000000,0,0,0,The Book of Eli,0,0,0,"January 15, 2010",119,1,0,0,0,R,0,118,0,94835059
0,143,15000000,0,0,0,"Lust, Caution",0,0,1,"September 28, 2007",119,0,0,0,0,NC-17,0,158,1,4604982
0,2579,12000000,0,0,0,Employee of the Month,0,1,0,"October 6, 2006",56,0,0,1,0,PG-13,0,103,0,28444855
0,3464,60000000,0,0,0,The Boxtrolls,0,0,0,"September 26, 2014",133,0,1,0,0,PG,0,97,1,50837305
0,1437,4000000,0,0,0,The Rules of Attraction,0,0,0,"October 11, 2002",42,1,0,1,0,R,0,110,0,6532619
0,3219,130000000,1,0,0,Kingdom of Heaven,0,0,0,"May 6, 2005",119,1,0,0,0,R,0,145,0,47398413
0,441,100000,0,0,0,Facing the Giants,0,0,0,"September 29, 2006",119,0,1,0,0,PG,0,111,1,10178331
0,8,500000,1,0,0,The Great New Wonderful,0,0,0,"June 23, 2006",98,1,0,0,0,R,0,87,0,150142
0,2974,8000000,0,0,0,Easy A,0,1,0,"September 17, 2010",98,0,0,0,0,PG-13,0,92,1,58401464
0,2170,60000000,0,0,0,Invictus,0,1,0,"December 11, 2009",105,0,0,1,0,PG-13,0,132,0,37491364
0,2874,1800000,0,0,0,The Last Exorcism,0,1,0,"August 27, 2010",42,0,0,0,0,PG-13,0,100,1,41034350
0,2992,80000000,0,0,0,Surrogates,0,1,0,"September 25, 2009",70,0,0,0,0,PG-13,0,89,1,38577772
0,2698,85000000,0,0,0,The Holiday,0,1,0,"December 8, 2006",56,0,0,1,0,PG-13,0,136,0,63224849
0,1572,10000000,0,0,0,Turistas,0,0,0,"December 1, 2006",56,1,0,1,0,R,0,92,0,7027762
0,3031,12000000,0,0,0,Paper Towns,0,1,0,"July 24, 2015",84,0,0,0,0,PG-13,0,109,1,32000304
1,2615,4000000,0,0,0,The Boy Next Door,0,0,0,"January 23, 2015",49,1,0,0,0,R,0,91,0,35423380
0,1359,20000000,0,0,0,The Last Kiss (2006),0,0,0,"September 15, 2006",42,1,0,0,0,R,0,104,1,11614790
0,2976,30000000,0,0,0,Larry Crowne,0,1,0,"July 1, 2011",49,0,0,0,0,PG-13,0,99,1,35608245
0,3237,28000000,0,0,0,Last Vegas,0,1,0,"November 1, 2013",112,0,0,1,0,PG-13,0,90,0,63914167
1,2985,37000000,0,0,0,The Rite,0,1,0,"January 28, 2011",70,0,0,0,0,PG-13,0,112,0,33047633
0,2042,20000000,0,0,0,Let Me In,0,0,0,"October 1, 2010",70,1,0,1,0,R,0,115,0,12134935
0,883,50000000,0,0,0,Pirate Radio,0,0,0,"November 13, 2009",56,1,0,1,0,R,0,115,0,8017917
0,2951,35000000,0,0,0,School of Rock,0,1,0,"October 3, 2003",154,0,0,1,0,PG-13,0,110,0,81261177
0,387,250000,1,0,0,Better Luck Tomorrow,0,0,0,"April 11, 2003",77,1,0,0,0,R,0,98,0,3802390
0,1110,5000000,0,1,0,Dallas Buyers Club,1,0,0,"November 1, 2013",182,1,0,1,0,R,0,117,0,27298285
